week_start_date,season,month,season_week,denv1_cases,denv2_cases,denv3_cases,denv4_cases,other_positive_cases,additional_cases,total_cases,8_wk_rolling_mean,13_wk_rolling_mean
2008-04-08,2007/2008,Apr,50,0,0,0,0,1,0,1,2.875,2.8461538461538463
2008-04-15,2007/2008,Apr,51,0,1,2,0,0,0,3,3.0,2.6153846153846154
2008-04-22,2007/2008,Apr,52,2,0,1,0,2,0,5,2.875,2.6923076923076925
2008-04-29,2008/2009,Apr,1,0,0,1,0,1,0,2,2.75,2.769230769230769
2008-05-06,2008/2009,May,2,1,0,0,0,2,0,3,2.625,2.8461538461538463
2008-05-13,2008/2009,May,3,0,0,0,0,2,0,2,2.75,2.769230769230769
2008-05-20,2008/2009,May,4,1,0,0,0,2,0,3,2.75,2.8461538461538463
2008-05-27,2008/2009,May,5,1,0,0,0,1,0,2,2.625,3.076923076923077
2008-06-03,2008/2009,Jun,6,0,0,0,0,2,0,2,2.75,3.1538461538461537
2008-06-10,2008/2009,Jun,7,0,1,1,0,1,0,3,2.875,3.3076923076923075
2008-06-17,2008/2009,Jun,8,0,0,2,0,2,0,4,3.125,3.6153846153846154
2008-06-24,2008/2009,Jun,9,0,0,0,0,3,0,3,3.25,4.538461538461538
2008-07-01,2008/2009,Jul,10,2,0,1,0,1,0,4,3.875,5.230769230769231
2008-07-08,2008/2009,Jul,11,0,0,1,0,3,0,4,4.375,5.6923076923076925
2008-07-15,2008/2009,Jul,12,3,0,1,0,0,0,4,5.875,6.230769230769231
2008-07-22,2008/2009,Jul,13,2,0,0,0,5,0,7,6.75,7.0
2008-07-29,2008/2009,Jul,14,1,1,1,0,3,0,6,7.5,7.769230769230769
2008-08-05,2008/2009,Aug,15,3,0,2,0,10,0,15,8.125,8.461538461538462
2008-08-12,2008/2009,Aug,16,3,1,0,0,7,0,11,9.125,9.23076923076923
2008-08-19,2008/2009,Aug,17,1,1,0,1,6,0,9,10.25,10.461538461538462
2008-08-26,2008/2009,Aug,18,1,0,1,0,7,0,9,11.0,12.307692307692308
2008-09-02,2008/2009,Sep,19,3,0,2,0,7,0,12,11.875,15.461538461538462
2008-09-09,2008/2009,Sep,20,3,0,4,0,6,0,13,12.5,17.076923076923077
2008-09-16,2008/2009,Sep,21,1,0,1,0,11,0,13,14.625,19.23076923076923
2008-09-23,2008/2009,Sep,22,1,0,1,0,11,0,13,19.125,21.23076923076923
2008-09-30,2008/2009,Sep,23,3,1,3,0,12,1,20,21.5,23.153846153846153
2008-10-07,2008/2009,Oct,24,9,2,1,0,16,0,28,24.25,25.384615384615383
2008-10-14,2008/2009,Oct,25,17,2,2,0,24,0,45,27.75,28.384615384615383
2008-10-21,2008/2009,Oct,26,9,5,2,0,12,0,28,30.625,29.53846153846154
2008-10-28,2008/2009,Oct,27,9,1,4,1,19,0,34,33.75,30.307692307692307
2008-11-04,2008/2009,Nov,28,11,2,4,0,24,0,41,37.25,31.46153846153846
2008-11-11,2008/2009,Nov,29,19,1,1,0,13,2,36,37.125,33.69230769230769
2008-11-18,2008/2009,Nov,30,19,5,2,0,12,0,38,34.375,34.46153846153846
2008-11-25,2008/2009,Nov,31,26,1,2,0,19,0,48,34.375,33.69230769230769
2008-12-02,2008/2009,Dec,32,13,1,1,1,11,0,27,35.375,33.15384615384615
2008-12-09,2008/2009,Dec,33,14,1,1,0,6,1,23,34.0,33.15384615384615
2008-12-16,2008/2009,Dec,34,13,3,2,0,10,0,28,31.75,33.30769230769231
2008-12-23,2008/2009,Dec,35,20,3,0,0,19,0,42,31.75,33.53846153846154
2009-01-01,2008/2009,Jan,36,15,0,2,0,13,0,30,29.25,33.92307692307692
2009-01-08,2008/2009,Jan,37,10,0,0,0,8,0,18,30.375,33.69230769230769
2009-01-15,2008/2009,Jan,38,25,1,0,0,12,0,38,33.0,32.15384615384615
2009-01-22,2008/2009,Jan,39,16,1,1,0,10,0,28,34.625,32.23076923076923
2009-01-29,2008/2009,Jan,40,21,1,1,0,13,0,36,33.75,32.15384615384615
2009-02-05,2008/2009,Feb,41,27,2,0,0,15,0,44,33.5,32.0
2009-02-12,2008/2009,Feb,42,27,1,0,0,13,0,41,34.75,30.615384615384617
2009-02-19,2008/2009,Feb,43,21,1,0,1,12,0,35,32.75,29.0
2009-02-26,2008/2009,Feb,44,13,0,0,0,15,0,28,32.5,29.23076923076923
2009-03-05,2008/2009,Mar,45,16,1,0,0,11,0,28,31.0,27.076923076923077
2009-03-12,2008/2009,Mar,46,12,0,0,0,10,0,22,26.625,26.076923076923077
2009-03-19,2008/2009,Mar,47,14,0,0,0,12,0,26,24.125,
2009-03-26,2008/2009,Mar,48,11,0,0,0,13,0,24,21.0,
2009-04-02,2008/2009,Apr,49,4,0,0,1,4,0,9,19.375,
2009-04-09,2008/2009,Apr,50,13,0,0,1,7,0,21,,
2009-04-16,2008/2009,Apr,51,7,0,0,0,3,0,10,,
2009-04-23,2008/2009,Apr,52,11,0,0,1,3,0,15,,
